pid,fig,png,mode,ink,kind,region_id,box,transform,parents,note,cut_id,axis,depth,gap,gap_px,half_a,half_b,selected_x,run_len,longest,tie,reason,candidates,n_free,n_clipped,selected_run,search_to,need_overlap,orphan,w,h,outcome,n_candidates,nearest,relation,n_opposite,n_nested,opposite,nested,lineage,sibling_region,sibling_fate,panel,cut_axis,side,accepted,c_data_no_axis,c_rows,c_caption,c_baseline,c_coords,c_regular,why_data_no_axis,why_rows,why_caption,why_baseline,why_coords,why_regular,reach,grown,score,n_rows,rule,measured,threshold,detail,axis_status,axis_from,spine_x,baseline_y,status,n_labels,n_bars,fragment,source,union,width_before,width_after,duplicate,contains_another_panel,foreign_axes_in_union,spine_before,spine_after,spine_moved,would_production_refuse
397,Fig. 1,ID397__fig1.png,PLAIN,158,REGION,90,"611,1102,1078,1453",SNAP_TO_SPINE,79,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,REGION,91,"138,577,445,756",DROPPED,80,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,REGION,92,"619,1083,441,641",DROPPED,81,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,REGION,93,"138,568,139,251",DROPPED,82,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,REGION,94,"138,577,1098,1339",DROPPED,83,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,REGION,95,"624,1083,174,292",DROPPED,84,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,REGION,96,"619,1083,821,990",DROPPED,85,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,REGION,97,"627,1083,1107,1342",DROPPED,86,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,REGION,98,"102,577,445,756",DROPPED,87,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,REGION,99,"102,577,363,756",DROPPED,88,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,REGION,100,"93,587,1034,1458",DROPPED,89,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,REGION,101,"611,1102,1078,1453",DROPPED,90,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,AXIS_FALLBACK,,"138,577,1098,1339",,,,,,,,,,,176,205,205,0.95,leftmost column whose run is >= 0.95 of the longest (205 px),176:205px;177:204px;365:124px;364:124px;570:117px;569:117px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,AXIS_CANDIDATES,,"138,577,1098,1339",,,,,,,,,,,176,,,,leftmost of 15 free runs,176:1128-1333:free;177:1128-1332:free;193:1205-1304:free;194:1205-1304:free;227:1195-1306:free;228:1195-1306:free;262:1204-1310:free;296:1205-1322:free;297:1205-1322:free;330:1207-1316:free;331:1207-1316:free;364:1178-1302:free;365:1178-1302:free;398:1167-1278:free;399:1167-1278:free,15,0,1128-1333,401,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,AXIS_FALLBACK,,"138,568,139,251",,,,,,,,,,,321,75,75,0.95,leftmost column whose run is >= 0.95 of the longest (75 px),322:75px;321:75px;421:67px;420:67px;519:49px;518:49px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,AXIS_CANDIDATES,,"138,568,139,251",,,,,,,,,,,321,,,,leftmost of 6 free runs,321:147-222:free;322:147-222:free;354:182-227:free;355:182-227:free;387:186-232:free;388:186-232:free;190:206-251:clipped;191:206-251:clipped,6,2,147-222,396,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,AXIS_FALLBACK,,"102,577,445,756",,,,,,,,,,,181,192,192,0.95,leftmost column whose run is >= 0.95 of the longest (192 px),181:192px;367:64px;366:64px;468:63px;467:63px;299:60px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,AXIS_CANDIDATES,,"102,577,445,756",,,,,,,,,,,181,,,,leftmost of 1 free runs,181:476-668:free,1,0,476-668,387,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,AXIS_FALLBACK,,"138,577,445,756",,,,,,,,,,,181,192,192,0.95,leftmost column whose run is >= 0.95 of the longest (192 px),181:192px;367:64px;366:64px;468:63px;467:63px;299:60px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,PLAIN,158,AXIS_CANDIDATES,,"138,577,445,756",,,,,,,,,,,181,,,,leftmost of 1 free runs,181:476-668:free,1,0,476-668,401,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,1,"0,1142,0,423",CUT_HALF,,cut 1 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,2,"0,1142,423,1460",CUT_HALF,,cut 1 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,CUT,,,,,,1,row,0,405-441,36,"0,1142,0,423","0,1142,423,1460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,3,"0,596,0,423",CUT_HALF,,cut 2 col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,4,"596,1142,0,423",CUT_HALF,,cut 2 col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,CUT,,,,,,2,col,1,568-624,56,"0,596,0,423","596,1142,0,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,5,"0,596,0,61",CUT_HALF,,cut 3 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,6,"0,596,61,423",CUT_HALF,,cut 3 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,CUT,,,,,,3,row,2,46-76,30,"0,596,0,61","0,596,61,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,7,"0,596,61,300",CUT_HALF,,cut 4 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,8,"0,596,300,423",CUT_HALF,,cut 4 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,CUT,,,,,,4,row,3,286-315,29,"0,596,61,300","0,596,300,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,9,"596,1142,0,57",CUT_HALF,,cut 5 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,10,"596,1142,57,423",CUT_HALF,,cut 5 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,CUT,,,,,,5,row,2,46-69,23,"596,1142,0,57","596,1142,57,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,11,"596,1142,57,303",CUT_HALF,,cut 6 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,12,"596,1142,303,423",CUT_HALF,,cut 6 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,CUT,,,,,,6,row,3,292-314,22,"596,1142,57,303","596,1142,303,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,13,"0,1142,423,773",CUT_HALF,,cut 7 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,14,"0,1142,773,1460",CUT_HALF,,cut 7 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,CUT,,,,,,7,row,1,756-791,35,"0,1142,423,773","0,1142,773,1460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,15,"0,598,423,773",CUT_HALF,,cut 8 col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,16,"598,1142,423,773",CUT_HALF,,cut 8 col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,CUT,,,,,,8,col,2,577-619,42,"0,598,423,773","598,1142,423,773",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,17,"0,127,423,773",CUT_HALF,,cut 9 col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,18,"127,598,423,773",CUT_HALF,,cut 9 col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,CUT,,,,,,9,col,3,117-138,21,"0,127,423,773","127,598,423,773",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,19,"598,1142,423,653",CUT_HALF,,cut 10 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,20,"598,1142,653,773",CUT_HALF,,cut 10 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,CUT,,,,,,10,row,3,641-665,24,"598,1142,423,653","598,1142,653,773",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,21,"0,1142,773,1428",CUT_HALF,,cut 11 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,22,"0,1142,1428,1460",CUT_HALF,,cut 11 row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,CUT,,,,,,11,row,2,1419-1437,18,"0,1142,773,1428","0,1142,1428,1460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,23,"0,599,773,1428",CUT_HALF,,cut 12 col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,24,"599,1142,773,1428",CUT_HALF,,cut 12 col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,CUT,,,,,,12,col,3,586-613,27,"0,599,773,1428","599,1142,773,1428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,25,"0,154,1428,1460",CUT_HALF,,cut 13 col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,26,"154,1142,1428,1460",CUT_HALF,,cut 13 col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,CUT,,,,,,13,col,3,148-161,13,"0,154,1428,1460","154,1142,1428,1460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,27,"352,400,30,46",TRIM,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,28,"99,568,76,286",TRIM,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,29,"132,568,315,402",TRIM,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,30,"800,887,29,46",TRIM,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,31,"624,1092,69,292",TRIM,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,32,"649,1093,314,405",TRIM,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,33,"102,117,570,615",TRIM,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,34,"138,577,445,756",TRIM,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,35,"619,1083,441,641",TRIM,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,36,"657,1094,665,748",TRIM,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,37,"93,586,793,1419",TRIM,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,38,"613,1112,791,1412",TRIM,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,39,"93,148,1437,1458",TRIM,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,40,"161,624,1437,1458",TRIM,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,AXIS_FALLBACK,,"138,577,445,756",,,,,,,,,,,181,192,192,0.95,leftmost column whose run is >= 0.95 of the longest (192 px),181:192px;367:64px;366:64px;468:63px;467:63px;299:60px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,AXIS_FALLBACK,,"619,1083,441,641",,,,,,,,,,,1077,147,147,0.95,leftmost column whose run is >= 0.95 of the longest (147 px),1078:147px;1077:147px;913:123px;912:123px;1045:120px;1044:120px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,AXIS_FALLBACK,,"138,577,445,756",,,,,,,,,,,181,192,192,0.95,leftmost column whose run is >= 0.95 of the longest (192 px),181:192px;367:64px;366:64px;468:63px;467:63px;299:60px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,AXIS_FALLBACK,,"619,1083,441,641",,,,,,,,,,,1077,147,147,0.95,leftmost column whose run is >= 0.95 of the longest (147 px),1078:147px;1077:147px;913:123px;912:123px;1045:120px;1044:120px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,41,"138,577,445,756",MERGE,34,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,42,"619,1083,441,641",MERGE,35,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,AXIS_FALLBACK,,"138,568,139,251",,,,,,,,,,,321,75,75,0.95,leftmost column whose run is >= 0.95 of the longest (75 px),322:75px;321:75px;421:67px;420:67px;519:49px;518:49px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,AXIS_FALLBACK,,"138,577,1098,1339",,,,,,,,,,,176,205,205,0.95,leftmost column whose run is >= 0.95 of the longest (205 px),176:205px;177:204px;365:124px;364:124px;570:117px;569:117px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,AXIS_FALLBACK,,"624,1083,174,292",,,,,,,,,,,841,98,98,0.95,leftmost column whose run is >= 0.95 of the longest (98 px),842:98px;841:98px;876:77px;875:77px;1009:72px;1008:72px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,AXIS_FALLBACK,,"619,1083,821,990",,,,,,,,,,,923,109,109,0.95,leftmost column whose run is >= 0.95 of the longest (109 px),924:109px;923:109px;1054:97px;1053:97px;956:96px;1021:69px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,AXIS_FALLBACK,,"627,1083,1107,1342",,,,,,,,,,,698,204,204,0.95,leftmost column whose run is >= 0.95 of the longest (204 px),698:204px;699:202px;922:107px;921:107px;957:95px;956:94px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,43,"138,577,445,756",COLUMN_SIBLING,41,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,44,"619,1083,441,641",COLUMN_SIBLING,42,unchanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,45,"138,568,139,251",COLUMN_SIBLING,,from 0 overlapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,46,"138,577,1098,1339",COLUMN_SIBLING,,from 0 overlapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,47,"624,1083,174,292",COLUMN_SIBLING,,from 0 overlapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,48,"619,1083,821,990",COLUMN_SIBLING,,from 0 overlapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,REGION,49,"627,1083,1107,1342",COLUMN_SIBLING,,from 0 overlapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,AXIS_CANDIDATES,,"138,577,445,756",,,,,,,,,,,181,,,,leftmost of 1 free runs,181:476-668:free,1,0,476-668,401,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,AXIS_FALLBACK,,"138,577,445,756",,,,,,,,,,,181,192,192,0.95,leftmost column whose run is >= 0.95 of the longest (192 px),181:192px;367:64px;366:64px;468:63px;467:63px;299:60px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Fig. 1,ID397__fig1.png,CAP,158,AXIS_CANDIDATES,,"619,1083,441,641",,,,,,,,,,,715,,,,leftmost of 11 free runs,715:522-607:free;716:522-607:free;748:494-594:free;749:494-594:free;781:479-591:free;782:479-591:free;814:508-601:free;815:508-601:free;846:511-604:free;847:511-604:free;880:498-600:free,11,0,522-607,897,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
