pid,fig,png,mode,ink,kind,box,n_free,n_clipped,candidates,selected_x,selected_run,reason,search_to,need_overlap,orphan,w,h,outcome,n_candidates,nearest,panel,side,gap,reach,accepted,c_data_no_axis,c_rows,c_caption,c_baseline,c_coords,c_regular,why_data_no_axis,why_rows,why_caption,why_baseline,why_coords,why_regular,grown,score,n_rows,spine_x,baseline_y,status,n_labels,n_bars,fragment,source
475,Fig. 1,ID475__fig1.png,OFF,151,ORPHAN,,,,,,,,,,"553,852,695,981",299,286,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34 | right 280px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,ORPHAN,,,,,,,,,,"895,969,403,880",74,477,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34 | right 395px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,ORPHAN,,,,,,,,,,"924,944,966,981",20,15,NO_PANEL_IN_REACH,0,overlap 0px share 0.00 reach 34 [share] | right 651px share 0.60 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,AXIS_CANDIDATES,"106,501,27,326",1,0,179:60-324:free,179,60-324,leftmost of 1 free runs,343,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,AXIS_CANDIDATES,"572,967,31,330",1,0,645:63-328:free,645,63-328,leftmost of 1 free runs,809,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,AXIS_CANDIDATES,"609,967,31,330",1,0,645:63-328:free,645,63-328,leftmost of 1 free runs,823,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,AXIS_CANDIDATES,"106,501,27,297",0,1,179:60-324:clipped,179,60-324,no free run; leftmost of 1 clipped,343,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,AXIS_CANDIDATES,"572,967,31,301",0,1,645:63-328:clipped,645,63-328,no free run; leftmost of 1 clipped,809,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,AXIS_CANDIDATES,"609,967,31,301",0,1,645:63-328:clipped,645,63-328,no free run; leftmost of 1 clipped,823,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,AXIS_CANDIDATES,"609,967,403,619",2,2,795:406-515:free;796:406-515:free;678:513-619:clipped;679:513-619:clipped,795,406-515,leftmost of 2 free runs,823,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,AXIS_CANDIDATES,"92,273,695,975",1,0,173:748-968:free,173,748-968,leftmost of 1 free runs,200,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,AXIS_CANDIDATES,"428,500,834,951",0,2,444:834-951:clipped;445:834-951:clipped,444,834-951,no free run; leftmost of 2 clipped,471,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,AXIS_CANDIDATES,"609,967,738,938",2,2,679:835-937:free;680:835-937:free;796:835-938:clipped;797:835-938:clipped,679,835-937,leftmost of 2 free runs,823,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,AXIS_CANDIDATES,"101,268,499,627",0,0,,,,no run long enough,201,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,OFF,151,AXIS_CANDIDATES,"428,500,510,664",0,4,445:510-630:clipped;446:510-630:clipped;465:510-573:clipped;466:510-573:clipped,445,510-630,no free run; leftmost of 4 clipped,471,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"142,501,27,341",1,0,179:60-324:free,179,60-324,leftmost of 1 free runs,357,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"609,967,31,341",1,0,645:63-328:free,645,63-328,leftmost of 1 free runs,823,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"565,966,373,619",2,2,795:406-515:free;796:406-515:free;678:513-619:clipped;679:513-619:clipped,795,406-515,leftmost of 2 free runs,805,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"92,500,739,975",1,0,173:748-968:free,173,748-968,leftmost of 1 free runs,336,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"428,500,510,664",0,4,445:510-630:clipped;446:510-630:clipped;465:510-573:clipped;466:510-573:clipped,445,510-630,no free run; leftmost of 4 clipped,471,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"609,967,738,938",2,2,679:835-937:free;680:835-937:free;796:835-938:clipped;797:835-938:clipped,679,835-937,leftmost of 2 free runs,823,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"565,966,738,938",2,2,679:835-937:free;680:835-937:free;796:835-938:clipped;797:835-938:clipped,679,835-937,leftmost of 2 free runs,805,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,ORPHAN,,,,,,,,,,"106,124,112,270",18,158,OFFERED,,,"142,501,27,341",left,18,34,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,GATE,,,,,,,,,,"106,124,112,270",,,,,,"142,501,27,341",left,18,,True,O,O,-,X,O,-,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,GATE_WHY,,,,,,,,,,"106,124,112,270",,,,,,"142,501,27,341",,,,,,,,,,,"축 없음, 잉크 0.354","행 겹침 1.00, 패널 행 27-341, 조각 112-270",이 클립에서 캡션을 읽지 못했다,"건너는 간격 59 px, 패널 내부의 가장 큰 간격 0 px","밑변에 선 열 0.00, 축 범위 안 잉크 1.00 (교집합 1.00)",막대·눈금이 0→0개뿐이라 규칙성을 잴 수 없다,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,POST,,,,,,,,,,"106,124,112,270",,,ADOPTED,,,"142,501,27,341",,,,,,,,,,,,,,,,,"106,501,27,341",,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,ORPHAN,,,,,,,,,,"99,384,370,664",285,294,NO_PANEL_IN_REACH,0,left 181px share 1.00 reach 34 [gap] | overlap 0px share 0.00 reach 34 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,ORPHAN,,,,,,,,,,"138,174,695,729",36,34,NO_PANEL_IN_REACH,0,left 435px share 0.00 reach 34 [gap] [share] | overlap 0px share 0.00 reach 34 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,ORPHAN,,,,,,,,,,"192,211,696,720",19,24,NO_PANEL_IN_REACH,0,left 398px share 0.00 reach 34 [gap] [share] | overlap 0px share 0.00 reach 34 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,ORPHAN,,,,,,,,,,"572,590,116,254",18,138,OFFERED,,,"609,967,31,341",left,19,34,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,GATE,,,,,,,,,,"572,590,116,254",,,,,,"609,967,31,341",left,19,,True,O,O,-,X,O,-,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,GATE_WHY,,,,,,,,,,"572,590,116,254",,,,,,"609,967,31,341",,,,,,,,,,,"축 없음, 잉크 0.375","행 겹침 1.00, 패널 행 31-341, 조각 116-254",이 클립에서 캡션을 읽지 못했다,"건너는 간격 59 px, 패널 내부의 가장 큰 간격 0 px","밑변에 선 열 0.00, 축 범위 안 잉크 1.07 (교집합 1.00)",막대·눈금이 0→0개뿐이라 규칙성을 잴 수 없다,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,POST,,,,,,,,,,"572,590,116,254",,,ADOPTED,,,"609,967,31,341",,,,,,,,,,,,,,,,,"572,967,31,341",,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,ORPHAN,,,,,,,,,,"604,944,640,669",340,29,NO_PANEL_IN_REACH,0,overlap 0px share 0.00 reach 34 [share] | right 104px share 0.83 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,ORPHAN,,,,,,,,,,"553,743,695,981",190,286,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34 | right 53px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,ORPHAN,,,,,,,,,,"791,969,738,981",178,243,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34 | right 291px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"106,501,27,341",1,0,179:60-324:free,179,60-324,leftmost of 1 free runs,343,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"572,967,31,341",1,0,645:63-328:free,645,63-328,leftmost of 1 free runs,809,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"142,501,27,341",1,0,179:60-324:free,179,60-324,leftmost of 1 free runs,357,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"609,967,31,341",1,0,645:63-328:free,645,63-328,leftmost of 1 free runs,823,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"565,966,373,619",2,2,795:406-515:free;796:406-515:free;678:513-619:clipped;679:513-619:clipped,795,406-515,leftmost of 2 free runs,805,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"92,500,739,975",1,0,173:748-968:free,173,748-968,leftmost of 1 free runs,336,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,PLAIN,151,AXIS_CANDIDATES,"565,966,738,938",2,2,679:835-937:free;680:835-937:free;796:835-938:clipped;797:835-938:clipped,679,835-937,leftmost of 2 free runs,805,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,AXIS_CANDIDATES,"142,501,27,341",1,0,179:60-324:free,179,60-324,leftmost of 1 free runs,357,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,AXIS_CANDIDATES,"609,967,31,341",1,0,645:63-328:free,645,63-328,leftmost of 1 free runs,823,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,AXIS_CANDIDATES,"565,966,373,619",2,2,795:406-515:free;796:406-515:free;678:513-619:clipped;679:513-619:clipped,795,406-515,leftmost of 2 free runs,805,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,AXIS_CANDIDATES,"92,500,739,975",1,0,173:748-968:free,173,748-968,leftmost of 1 free runs,336,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,AXIS_CANDIDATES,"428,500,510,664",0,4,445:510-630:clipped;446:510-630:clipped;465:510-573:clipped;466:510-573:clipped,445,510-630,no free run; leftmost of 4 clipped,471,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,AXIS_CANDIDATES,"609,967,738,938",2,2,679:835-937:free;680:835-937:free;796:835-938:clipped;797:835-938:clipped,679,835-937,leftmost of 2 free runs,823,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,AXIS_CANDIDATES,"565,966,738,938",2,2,679:835-937:free;680:835-937:free;796:835-938:clipped;797:835-938:clipped,679,835-937,leftmost of 2 free runs,805,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,ORPHAN,,,,,,,,,,"106,124,112,270",18,158,OFFERED,,,"142,501,27,341",left,18,34,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,GATE,,,,,,,,,,"106,124,112,270",,,,,,"142,501,27,341",left,18,,True,O,O,-,X,O,-,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,GATE_WHY,,,,,,,,,,"106,124,112,270",,,,,,"142,501,27,341",,,,,,,,,,,"축 없음, 잉크 0.354","행 겹침 1.00, 패널 행 27-341, 조각 112-270",이 클립에서 캡션을 읽지 못했다,"건너는 간격 59 px, 패널 내부의 가장 큰 간격 0 px","밑변에 선 열 0.00, 축 범위 안 잉크 1.00 (교집합 1.00)",막대·눈금이 0→0개뿐이라 규칙성을 잴 수 없다,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,POST,,,,,,,,,,"106,124,112,270",,,ADOPTED,,,"142,501,27,341",,,,,,,,,,,,,,,,,"106,501,27,341",,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,ORPHAN,,,,,,,,,,"99,384,370,664",285,294,NO_PANEL_IN_REACH,0,left 181px share 1.00 reach 34 [gap] | overlap 0px share 0.00 reach 34 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,ORPHAN,,,,,,,,,,"138,174,695,729",36,34,NO_PANEL_IN_REACH,0,left 435px share 0.00 reach 34 [gap] [share] | overlap 0px share 0.00 reach 34 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,ORPHAN,,,,,,,,,,"192,211,696,720",19,24,NO_PANEL_IN_REACH,0,left 398px share 0.00 reach 34 [gap] [share] | overlap 0px share 0.00 reach 34 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,ORPHAN,,,,,,,,,,"572,590,116,254",18,138,OFFERED,,,"609,967,31,341",left,19,34,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,GATE,,,,,,,,,,"572,590,116,254",,,,,,"609,967,31,341",left,19,,True,O,O,-,X,O,-,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,GATE_WHY,,,,,,,,,,"572,590,116,254",,,,,,"609,967,31,341",,,,,,,,,,,"축 없음, 잉크 0.375","행 겹침 1.00, 패널 행 31-341, 조각 116-254",이 클립에서 캡션을 읽지 못했다,"건너는 간격 59 px, 패널 내부의 가장 큰 간격 0 px","밑변에 선 열 0.00, 축 범위 안 잉크 1.07 (교집합 1.00)",막대·눈금이 0→0개뿐이라 규칙성을 잴 수 없다,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,POST,,,,,,,,,,"572,590,116,254",,,ADOPTED,,,"609,967,31,341",,,,,,,,,,,,,,,,,"572,967,31,341",,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,ORPHAN,,,,,,,,,,"604,944,640,669",340,29,NO_PANEL_IN_REACH,0,overlap 0px share 0.00 reach 34 [share] | right 104px share 0.83 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,ORPHAN,,,,,,,,,,"553,743,695,981",190,286,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34 | right 53px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,CAP,151,ORPHAN,,,,,,,,,,"791,969,738,981",178,243,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34 | right 291px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"171,629,517,841",0,0,,,,no run long enough,445,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"173,587,231,519",0,1,179:60-324:clipped,179,60-324,no free run; leftmost of 1 clipped,421,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"660,969,517,841",0,2,678:513-619:clipped;679:513-619:clipped,678,513-619,no free run; leftmost of 2 clipped,845,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"178,634,27,233",0,1,179:60-324:clipped,179,60-324,no free run; leftmost of 1 clipped,451,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"643,966,231,519",2,1,795:406-515:free;796:406-515:free;645:63-328:clipped,795,406-515,leftmost of 2 free runs,836,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"644,1023,31,233",0,1,645:63-328:clipped,645,63-328,no free run; leftmost of 1 clipped,871,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"171,627,815,951",7,1,247:851-916:free;248:851-916:free;249:851-916:free;327:834-879:free;328:834-879:free;364:865-921:free;365:865-921:free;173:748-968:clipped,247,851-916,leftmost of 7 free runs,444,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"173,578,831,951",9,1,210:834-874:free;211:834-874:free;247:851-916:free;248:851-916:free;249:851-916:free;327:834-879:free;328:834-879:free;364:865-921:free;365:865-921:free;173:748-968:clipped,210,834-874,leftmost of 9 free runs,416,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"178,627,815,951",7,2,247:851-916:free;248:851-916:free;249:851-916:free;327:834-879:free;328:834-879:free;364:865-921:free;365:865-921:free;444:834-951:clipped;445:834-951:clipped,247,851-916,leftmost of 7 free runs,447,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"106,124,112,270",18,158,OFFERED,,,"178,634,27,233",left,54,82,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,GATE,,,,,,,,,,"106,124,112,270",,,,,,"178,634,27,233",left,54,,True,O,O,-,O,O,-,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,GATE_WHY,,,,,,,,,,"106,124,112,270",,,,,,"178,634,27,233",,,,,,,,,,,"축 없음, 잉크 0.354","행 겹침 1.00, 패널 행 27-324, 조각 112-270",이 클립에서 캡션을 읽지 못했다,"건너는 간격 59 px, 패널 내부의 가장 큰 간격 82 px","밑변에 선 열 0.00, 축 범위 안 잉크 1.00 (교집합 1.00)",막대·눈금이 0→0개뿐이라 규칙성을 잴 수 없다,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,POST,,,,,,,,,,"106,124,112,270",,,WOULD_CONTAIN_ANOTHER_PANEL,,,"178,634,27,233",,,,,,,,,,,,,,,,,"106,634,27,270",,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"99,384,370,664",285,294,NO_PANEL_IN_REACH,0,left 259px share 0.52 reach 34 [gap] | overlap 0px share 0.52 reach 71,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"138,174,695,729",36,34,NO_PANEL_IN_REACH,0,left 486px share 1.00 reach 34 [gap] | overlap 0px share 1.00 reach 34,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"192,211,696,720",19,24,NO_PANEL_IN_REACH,0,left 449px share 1.00 reach 34 [gap] | overlap 0px share 1.00 reach 34,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"572,590,116,254",18,138,NO_PANEL_IN_REACH,0,left 54px share 0.85 reach 34 [gap] | overlap 0px share 0.85 reach 82,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"573,587,262,273",14,11,NO_PANEL_IN_REACH,0,left 56px share 1.00 reach 34 [gap] | overlap 0px share 1.00 reach 71,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"604,944,640,669",340,29,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34 | right 17px share 0.00 reach 71 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"553,743,695,981",190,286,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"791,969,738,981",178,243,NO_PANEL_IN_REACH,0,overlap 0px share 0.42 reach 34 [share] | right 164px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"133,174,747,974",0,0,,,,no run long enough,157,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"191,490,27,145",0,0,,,,no run long enough,370,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"191,501,145,225",0,7,216:171-226:clipped;217:171-226:clipped;236:175-225:clipped;237:174-226:clipped;269:174-226:clipped;270:174-225:clipped;352:172-226:clipped,216,171-226,no free run; leftmost of 7 clipped,377,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"106,124,112,270",18,158,NO_PANEL_IN_REACH,0,left 67px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"99,384,370,664",285,294,NO_PANEL_IN_REACH,0,overlap 0px share 0.00 reach 34 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"138,174,695,729",36,34,NO_PANEL_IN_REACH,0,left 17px share 0.00 reach 34 [share] | overlap 0px share 0.00 reach 34 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"192,211,696,720",19,24,NO_PANEL_IN_REACH,0,overlap 0px share 0.00 reach 34 [share] | right 18px share 0.00 reach 34 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"572,590,116,254",18,138,NO_PANEL_IN_REACH,0,right 71px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"573,587,262,273",14,11,NO_PANEL_IN_REACH,0,right 399px share 0.00 reach 34 [gap] [share],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"604,944,640,669",340,29,NO_PANEL_IN_REACH,0,right 430px share 0.00 reach 34 [gap] [share],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"553,743,695,981",190,286,NO_PANEL_IN_REACH,0,right 379px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,ORPHAN,,,,,,,,,,"791,969,738,981",178,243,NO_PANEL_IN_REACH,0,right 617px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"173,587,58,519",1,0,179:60-324:free,179,60-324,leftmost of 1 free runs,421,138.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"178,634,27,326",1,0,179:60-324:free,179,60-324,leftmost of 1 free runs,451,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"644,1023,31,330",1,0,645:63-328:free,645,63-328,leftmost of 1 free runs,871,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"171,627,746,970",1,0,173:748-968:free,173,748-968,leftmost of 1 free runs,444,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"178,634,27,233",0,1,179:60-324:clipped,179,60-324,no free run; leftmost of 1 clipped,451,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"173,578,746,970",1,0,173:748-968:free,173,748-968,leftmost of 1 free runs,416,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,151,AXIS_CANDIDATES,"644,1023,31,233",0,1,645:63-328:clipped,645,63-328,no free run; leftmost of 1 clipped,871,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
